customer_id,age,city,state,days_since_registration,total_orders,first_order_date,last_order_date,days_since_last_order,churn_flag,avg_delivery_delta,max_delivery_delta,pct_late_orders,avg_rating,min_rating,pct_cancelled_returned,total_clv,clv_tier
C04066,49,Delhi,Delhi,112,3,2023-03-05 00:00:00,2024-07-04 00:00:00,180,1,18.0,56,60.0,3.0,1.0,0.0,10580,High
C04067,29,Lucknow,Uttar Pradesh,67,4,2023-03-13 00:00:00,2024-09-27 00:00:00,95,1,46.75,86,75.0,4.0,3.0,25.0,9270,High
C04070,57,Bengaluru,Karnataka,498,3,2023-12-18 00:00:00,2024-06-18 00:00:00,196,1,40.0,60,100.0,5.0,5.0,0.0,4520,Mid
C04071,31,Bengaluru,Karnataka,491,1,2024-02-11 00:00:00,2024-02-11 00:00:00,324,1,31.0,31,100.0,4.0,4.0,0.0,2050,Mid
C04072,52,Delhi,Delhi,439,3,2023-08-12 00:00:00,2024-06-25 00:00:00,189,1,28.0,58,66.66666666666666,3.3333333333333335,2.0,33.333333333333336,6230,High
C04073,36,Hyderabad,Telangana,276,2,2023-04-22 00:00:00,2024-11-26 00:00:00,35,0,50.666666666666664,52,100.0,3.3333333333333335,2.0,0.0,4420,Mid
C04074,40,Hyderabad,Telangana,37,1,2023-05-04 00:00:00,2023-05-04 00:00:00,607,1,27.0,27,100.0,,,0.0,480,Low
C04075,49,Kolkata,West Bengal,300,3,2023-01-23 00:00:00,2023-06-22 00:00:00,558,1,28.25,43,100.0,4.0,2.0,0.0,9730,High
C04077,54,Bengaluru,Karnataka,163,2,2024-02-09 00:00:00,2024-09-13 00:00:00,109,1,24.0,31,100.0,3.6666666666666665,2.0,0.0,3000,Mid
C04078,44,Delhi,Delhi,91,2,2023-09-10 00:00:00,2024-08-30 00:00:00,123,1,50.0,58,100.0,4.0,4.0,100.0,5050,Mid
C04079,25,Kolkata,West Bengal,241,2,2024-02-03 00:00:00,2024-12-10 00:00:00,21,0,31.666666666666668,38,100.0,3.0,2.0,0.0,350,Low
C04080,48,Kolkata,West Bengal,521,2,2023-10-30 00:00:00,2024-05-01 00:00:00,244,1,31.0,31,100.0,3.0,3.0,0.0,8170,High
C04082,26,Kolkata,West Bengal,79,2,2023-03-07 00:00:00,2024-06-05 00:00:00,209,1,20.0,31,100.0,,,0.0,740,Low
C04083,32,Ahmedabad,Gujarat,645,1,2023-04-01 00:00:00,2023-04-01 00:00:00,640,1,43.0,43,100.0,4.0,4.0,0.0,770,Low
C04084,30,Mumbai,Maharashtra,689,2,2023-05-01 00:00:00,2023-07-29 00:00:00,521,1,62.5,77,100.0,3.0,3.0,0.0,3570,Mid
C04085,33,Lucknow,Uttar Pradesh,180,2,2023-08-06 00:00:00,2024-05-13 00:00:00,232,1,29.0,33,100.0,2.3333333333333335,1.0,100.0,1770,Low
C04086,22,Hyderabad,Telangana,584,4,2023-08-17 00:00:00,2024-09-20 00:00:00,102,1,15.285714285714286,27,71.42857142857143,4.166666666666667,3.0,0.0,8690,High
C04087,58,Jaipur,Rajasthan,341,3,2023-09-09 00:00:00,2024-06-29 00:00:00,185,1,23.5,29,100.0,4.166666666666667,2.0,0.0,5720,Mid
C04088,48,Jaipur,Rajasthan,0,2,2023-07-26 00:00:00,2024-05-14 00:00:00,231,1,19.0,40,100.0,3.75,3.0,0.0,4020,Mid
C04090,39,Hyderabad,Telangana,194,1,2024-11-21 00:00:00,2024-11-21 00:00:00,40,0,38.0,38,100.0,5.0,5.0,0.0,3370,Mid
C04091,35,Mumbai,Maharashtra,333,4,2023-04-26 00:00:00,2024-12-31 00:00:00,0,0,22.6,53,100.0,3.0,3.0,0.0,7100,High
C04092,29,Kolkata,West Bengal,275,4,2023-12-07 00:00:00,2024-10-27 00:00:00,65,0,31.6,47,100.0,4.0,4.0,0.0,11140,High
C04094,33,Ahmedabad,Gujarat,356,1,2023-08-16 00:00:00,2023-08-16 00:00:00,503,1,52.0,52,100.0,4.0,3.0,0.0,550,Low
C04095,44,Chennai,Tamil Nadu,189,2,2023-05-17 00:00:00,2023-09-16 00:00:00,472,1,42.333333333333336,51,100.0,4.0,3.0,100.0,6750,High
C04096,28,Bengaluru,Karnataka,445,2,2023-01-20 00:00:00,2023-05-31 00:00:00,580,1,38.0,48,100.0,5.0,5.0,0.0,7460,High
C04098,55,Bengaluru,Karnataka,149,1,2024-09-25 00:00:00,2024-09-25 00:00:00,97,1,69.0,69,100.0,,,100.0,300,Low
C04099,39,Delhi,Delhi,584,4,2023-01-23 00:00:00,2024-10-02 00:00:00,90,0,13.142857142857142,43,71.42857142857143,3.5,2.0,50.0,7570,High
C04100,44,Ahmedabad,Gujarat,547,1,2024-07-04 00:00:00,2024-07-04 00:00:00,180,1,11.0,11,100.0,3.75,1.0,400.0,1200,Low
C04101,57,Ahmedabad,Gujarat,132,3,2023-10-31 00:00:00,2024-08-09 00:00:00,144,1,43.666666666666664,71,100.0,3.5,3.0,66.66666666666667,4580,Mid
C04102,22,Bengaluru,Karnataka,141,3,2023-05-09 00:00:00,2023-11-17 00:00:00,410,1,55.25,71,100.0,4.0,3.0,0.0,1670,Low
C04103,60,Pune,Maharashtra,726,3,2023-01-29 00:00:00,2024-08-30 00:00:00,123,1,51.75,65,100.0,3.5,3.0,66.66666666666667,2980,Mid
C04104,49,Ahmedabad,Gujarat,167,2,2023-04-08 00:00:00,2024-07-01 00:00:00,183,1,32.5,47,100.0,4.5,4.0,0.0,3290,Mid
C04105,54,Ahmedabad,Gujarat,590,2,2023-04-22 00:00:00,2023-12-21 00:00:00,376,1,33.333333333333336,46,100.0,3.0,1.0,100.0,2050,Mid
C04107,51,Bengaluru,Karnataka,635,2,2023-02-10 00:00:00,2024-09-15 00:00:00,107,1,24.666666666666668,48,100.0,4.0,2.0,250.0,2980,Mid
C04108,27,Hyderabad,Telangana,533,2,2023-11-29 00:00:00,2024-05-11 00:00:00,234,1,28.0,54,100.0,4.0,4.0,0.0,2850,Mid
C04109,35,Pune,Maharashtra,665,1,2024-07-23 00:00:00,2024-07-23 00:00:00,161,1,7.0,7,100.0,3.0,3.0,0.0,1890,Mid
C04110,46,Mumbai,Maharashtra,326,1,2024-02-24 00:00:00,2024-02-24 00:00:00,311,1,-5.0,-5,0.0,4.5,4.0,0.0,200,Low
C04112,27,Mumbai,Maharashtra,680,1,2023-02-13 00:00:00,2023-02-13 00:00:00,687,1,27.0,27,100.0,,,0.0,1610,Low
C04113,26,Kolkata,West Bengal,471,2,2023-05-17 00:00:00,2023-10-20 00:00:00,438,1,28.25,32,100.0,4.0,2.0,0.0,4250,Mid
C04114,31,Kolkata,West Bengal,268,1,2024-05-28 00:00:00,2024-05-28 00:00:00,217,1,26.0,26,100.0,5.0,5.0,0.0,4470,Mid
C04115,50,Bengaluru,Karnataka,23,2,2023-08-06 00:00:00,2024-09-07 00:00:00,115,1,24.5,38,100.0,4.25,3.0,0.0,4170,Mid
C04116,58,Delhi,Delhi,16,3,2023-06-09 00:00:00,2024-12-10 00:00:00,21,0,44.0,52,100.0,2.0,2.0,66.66666666666667,3700,Mid
C04118,53,Pune,Maharashtra,301,3,2023-05-26 00:00:00,2024-02-28 00:00:00,307,1,20.666666666666668,54,66.66666666666666,3.1666666666666665,1.0,0.0,11030,High
C04119,30,Bengaluru,Karnataka,463,3,2023-11-25 00:00:00,2024-10-15 00:00:00,77,0,25.666666666666668,49,100.0,,,0.0,4930,Mid
C04120,31,Pune,Maharashtra,679,2,2023-01-30 00:00:00,2024-05-25 00:00:00,220,1,46.666666666666664,48,100.0,3.5,2.0,0.0,1250,Low
C04121,36,Kolkata,West Bengal,618,1,2024-02-06 00:00:00,2024-02-06 00:00:00,329,1,38.0,38,100.0,,,100.0,1300,Low
C04122,59,Mumbai,Maharashtra,177,1,2024-08-18 00:00:00,2024-08-18 00:00:00,135,1,38.0,38,100.0,5.0,5.0,0.0,0,Low
C04124,35,Hyderabad,Telangana,665,1,2024-06-08 00:00:00,2024-06-08 00:00:00,206,1,36.0,36,100.0,3.3333333333333335,3.0,300.0,0,Low
C04125,39,Delhi,Delhi,27,1,2024-04-25 00:00:00,2024-04-25 00:00:00,250,1,40.0,40,100.0,,,0.0,3790,Mid
C04126,59,Delhi,Delhi,449,2,2024-04-13 00:00:00,2024-08-07 00:00:00,146,1,29.666666666666668,31,100.0,4.666666666666667,4.0,0.0,7780,High
C04127,38,Pune,Maharashtra,213,5,2023-05-22 00:00:00,2024-10-01 00:00:00,91,1,6.375,22,50.0,4.6,4.0,80.0,8740,High
C04128,18,Delhi,Delhi,318,5,2023-07-23 00:00:00,2024-08-23 00:00:00,130,1,41.166666666666664,68,100.0,4.5,4.0,0.0,6820,High
C04129,25,Ahmedabad,Gujarat,269,3,2023-01-11 00:00:00,2024-07-18 00:00:00,166,1,14.5,19,100.0,3.6,3.0,0.0,3150,Mid
C04130,56,Mumbai,Maharashtra,572,4,2023-01-01 00:00:00,2023-10-08 00:00:00,450,1,15.25,30,75.0,3.5,1.0,0.0,11070,High
C04131,51,Jaipur,Rajasthan,69,1,2024-10-07 00:00:00,2024-10-07 00:00:00,85,0,49.0,49,100.0,4.5,3.0,0.0,1210,Low
C04132,24,Pune,Maharashtra,202,1,2023-11-03 00:00:00,2023-11-03 00:00:00,424,1,48.0,48,100.0,5.0,5.0,0.0,740,Low
C04134,55,Jaipur,Rajasthan,524,3,2023-02-01 00:00:00,2024-04-02 00:00:00,273,1,40.0,45,100.0,4.0,3.0,66.66666666666667,3970,Mid
C04135,20,Pune,Maharashtra,702,3,2023-10-13 00:00:00,2024-11-11 00:00:00,50,0,32.333333333333336,45,100.0,,,0.0,10890,High
C04136,34,Pune,Maharashtra,71,5,2023-06-01 00:00:00,2024-12-28 00:00:00,3,0,31.8,71,100.0,4.333333333333333,4.0,20.0,16090,High
C04137,38,Ahmedabad,Gujarat,8,2,2023-03-15 00:00:00,2023-09-20 00:00:00,468,1,38.5,45,100.0,,,0.0,7130,High
C04138,33,Hyderabad,Telangana,138,6,2023-02-12 00:00:00,2024-11-20 00:00:00,41,0,33.142857142857146,74,100.0,4.142857142857143,2.0,33.333333333333336,8020,High
C04139,42,Kolkata,West Bengal,55,5,2023-02-28 00:00:00,2024-11-04 00:00:00,57,0,36.285714285714285,64,85.71428571428571,4.333333333333333,4.0,80.0,5380,Mid
C04140,48,Pune,Maharashtra,158,1,2024-12-25 00:00:00,2024-12-25 00:00:00,6,0,25.0,25,100.0,5.0,5.0,0.0,250,Low
C04141,35,Kolkata,West Bengal,292,4,2023-08-16 00:00:00,2024-12-10 00:00:00,21,0,36.4,70,80.0,3.6666666666666665,3.0,0.0,8380,High
C04142,18,Hyderabad,Telangana,724,3,2023-01-01 00:00:00,2023-02-24 00:00:00,676,1,30.75,64,100.0,5.0,5.0,33.333333333333336,2030,Mid
C04144,59,Hyderabad,Telangana,469,1,2023-04-27 00:00:00,2023-04-27 00:00:00,614,1,29.0,29,100.0,,,100.0,1930,Mid
C04147,18,Jaipur,Rajasthan,153,2,2023-12-16 00:00:00,2023-12-30 00:00:00,367,1,15.4,41,100.0,4.25,4.0,0.0,850,Low
C04149,25,Delhi,Delhi,217,2,2023-06-01 00:00:00,2024-09-13 00:00:00,109,1,21.0,27,100.0,4.5,4.0,0.0,460,Low
C04150,48,Jaipur,Rajasthan,331,3,2023-04-24 00:00:00,2024-09-08 00:00:00,114,1,63.4,77,100.0,4.0,3.0,0.0,5850,Mid
C04151,46,Delhi,Delhi,581,1,2023-05-31 00:00:00,2023-05-31 00:00:00,580,1,19.0,19,100.0,5.0,5.0,0.0,690,Low
C04152,35,Bengaluru,Karnataka,532,2,2023-06-23 00:00:00,2024-06-29 00:00:00,185,1,15.0,39,100.0,4.666666666666667,4.0,150.0,1060,Low
C04153,21,Pune,Maharashtra,56,1,2023-06-08 00:00:00,2023-06-08 00:00:00,572,1,26.0,26,100.0,1.0,1.0,0.0,900,Low
C04154,57,Kolkata,West Bengal,607,3,2023-09-25 00:00:00,2024-05-04 00:00:00,241,1,26.0,56,100.0,5.0,5.0,0.0,6250,High
C04155,41,Lucknow,Uttar Pradesh,286,4,2023-06-09 00:00:00,2024-12-04 00:00:00,27,0,18.0,45,71.42857142857143,2.6666666666666665,1.0,25.0,7490,High
C04157,33,Hyderabad,Telangana,436,1,2024-04-18 00:00:00,2024-04-18 00:00:00,257,1,46.0,46,100.0,4.5,4.0,0.0,3850,Mid
C04158,41,Bengaluru,Karnataka,565,1,2023-11-10 00:00:00,2023-11-10 00:00:00,417,1,40.0,40,100.0,3.5,3.0,0.0,2810,Mid
C04160,23,Lucknow,Uttar Pradesh,653,2,2023-12-20 00:00:00,2024-04-05 00:00:00,270,1,37.666666666666664,43,100.0,3.5,3.0,0.0,4690,Mid
C04161,41,Chennai,Tamil Nadu,241,1,2024-03-30 00:00:00,2024-03-30 00:00:00,276,1,20.0,20,100.0,4.0,3.0,0.0,120,Low
C04162,39,Ahmedabad,Gujarat,75,1,2024-01-02 00:00:00,2024-01-02 00:00:00,364,1,52.0,52,100.0,5.0,5.0,0.0,1440,Low
C04164,27,Kolkata,West Bengal,721,3,2023-03-16 00:00:00,2024-08-26 00:00:00,127,1,31.5,51,66.66666666666666,2.8,2.0,0.0,9440,High
C04165,40,Jaipur,Rajasthan,145,1,2024-04-04 00:00:00,2024-04-04 00:00:00,271,1,29.0,29,100.0,3.5,2.0,200.0,150,Low
C04166,56,Ahmedabad,Gujarat,161,4,2023-03-02 00:00:00,2024-05-09 00:00:00,236,1,24.4,79,60.0,3.6666666666666665,3.0,0.0,5740,Mid
C04167,50,Hyderabad,Telangana,364,2,2023-04-22 00:00:00,2023-06-04 00:00:00,576,1,31.0,34,100.0,3.0,3.0,0.0,5660,Mid
C04168,36,Lucknow,Uttar Pradesh,318,1,2023-02-06 00:00:00,2023-02-06 00:00:00,694,1,45.0,45,100.0,3.0,3.0,0.0,0,Low
C04169,42,Hyderabad,Telangana,3,2,2023-01-01 00:00:00,2023-01-26 00:00:00,705,1,20.5,28,100.0,3.0,3.0,0.0,1860,Mid
C04170,33,Bengaluru,Karnataka,707,2,2023-02-01 00:00:00,2023-06-04 00:00:00,576,1,32.0,35,100.0,2.5,1.0,0.0,7910,High
C04171,60,Kolkata,West Bengal,297,1,2024-06-10 00:00:00,2024-06-10 00:00:00,204,1,-5.0,-5,0.0,,,0.0,1950,Mid
C04172,43,Jaipur,Rajasthan,389,2,2024-06-05 00:00:00,2024-06-25 00:00:00,189,1,23.666666666666668,81,33.33333333333333,4.5,4.0,50.0,5820,Mid
C04173,49,Bengaluru,Karnataka,433,3,2024-05-19 00:00:00,2024-12-27 00:00:00,4,0,9.75,13,100.0,3.75,2.0,66.66666666666667,4310,Mid
C04174,60,Bengaluru,Karnataka,709,4,2023-04-27 00:00:00,2024-08-14 00:00:00,139,1,14.555555555555555,60,44.44444444444444,3.0,1.0,0.0,7110,High
C04175,60,Kolkata,West Bengal,713,2,2023-12-31 00:00:00,2024-06-25 00:00:00,189,1,25.0,36,100.0,5.0,5.0,0.0,3560,Mid
C04176,39,Chennai,Tamil Nadu,517,2,2023-05-22 00:00:00,2024-04-26 00:00:00,249,1,24.0,32,100.0,,,0.0,2490,Mid
C04177,59,Hyderabad,Telangana,672,1,2023-02-26 00:00:00,2023-02-26 00:00:00,674,1,34.0,34,100.0,,,0.0,0,Low
C04178,59,Hyderabad,Telangana,340,1,2024-08-09 00:00:00,2024-08-09 00:00:00,144,1,25.0,25,100.0,4.5,4.0,0.0,2190,Mid
C04179,21,Mumbai,Maharashtra,692,2,2023-01-23 00:00:00,2023-12-14 00:00:00,383,1,32.0,66,50.0,5.0,5.0,0.0,6940,High
C04180,55,Hyderabad,Telangana,663,2,2023-03-30 00:00:00,2023-08-12 00:00:00,507,1,49.5,56,100.0,,,50.0,240,Low
C04181,18,Chennai,Tamil Nadu,186,1,2023-05-08 00:00:00,2023-05-08 00:00:00,603,1,62.0,62,100.0,2.0,2.0,0.0,1070,Low
C04182,32,Pune,Maharashtra,15,4,2023-09-28 00:00:00,2024-11-23 00:00:00,38,0,30.666666666666668,61,83.33333333333334,4.4,4.0,0.0,6090,High
C04183,56,Bengaluru,Karnataka,91,2,2023-12-10 00:00:00,2024-03-15 00:00:00,291,1,56.714285714285715,70,100.0,4.428571428571429,3.0,0.0,4890,Mid
C04184,34,Hyderabad,Telangana,82,1,2023-09-29 00:00:00,2023-09-29 00:00:00,459,1,5.0,5,100.0,,,0.0,860,Low
C04185,44,Kolkata,West Bengal,556,3,2023-05-31 00:00:00,2024-02-08 00:00:00,327,1,42.0,72,100.0,3.8,2.0,0.0,940,Low
C04186,23,Bengaluru,Karnataka,590,1,2023-03-30 00:00:00,2023-03-30 00:00:00,642,1,33.0,33,100.0,3.3333333333333335,2.0,0.0,6480,High
C04187,54,Chennai,Tamil Nadu,261,2,2023-03-29 00:00:00,2024-11-15 00:00:00,46,0,29.0,63,50.0,2.5,2.0,50.0,1850,Mid
C04188,32,Delhi,Delhi,640,2,2023-02-18 00:00:00,2024-12-20 00:00:00,11,0,12.333333333333334,33,100.0,4.666666666666667,4.0,0.0,9200,High
C04189,33,Mumbai,Maharashtra,103,3,2023-08-11 00:00:00,2024-04-25 00:00:00,250,1,32.0,51,75.0,4.5,3.0,33.333333333333336,5390,Mid
C04190,57,Jaipur,Rajasthan,433,3,2023-03-29 00:00:00,2024-06-08 00:00:00,206,1,8.8,50,40.0,3.5,1.0,33.333333333333336,4340,Mid
C04191,25,Chennai,Tamil Nadu,587,3,2023-05-20 00:00:00,2024-12-29 00:00:00,2,0,24.0,36,100.0,5.0,5.0,66.66666666666667,5760,Mid
C04192,44,Pune,Maharashtra,67,1,2024-02-27 00:00:00,2024-02-27 00:00:00,308,1,56.0,56,100.0,4.0,4.0,100.0,500,Low
C04193,45,Ahmedabad,Gujarat,24,1,2023-06-27 00:00:00,2023-06-27 00:00:00,553,1,11.0,11,100.0,4.0,3.0,0.0,720,Low
C04194,26,Jaipur,Rajasthan,175,2,2024-07-12 00:00:00,2024-08-10 00:00:00,143,1,11.5,20,100.0,,,0.0,3970,Mid
C04195,51,Pune,Maharashtra,705,1,2023-06-06 00:00:00,2023-06-06 00:00:00,574,1,50.0,50,100.0,3.1666666666666665,2.0,0.0,330,Low
C04196,43,Bengaluru,Karnataka,124,1,2024-03-16 00:00:00,2024-03-16 00:00:00,290,1,66.0,66,100.0,4.0,4.0,100.0,0,Low
C04197,46,Jaipur,Rajasthan,23,3,2023-06-10 00:00:00,2024-06-27 00:00:00,187,1,40.666666666666664,44,100.0,4.0,4.0,33.333333333333336,5250,Mid
C04198,30,Ahmedabad,Gujarat,71,3,2023-03-09 00:00:00,2024-05-14 00:00:00,231,1,26.6,37,100.0,4.2,3.0,66.66666666666667,2660,Mid
C04199,38,Bengaluru,Karnataka,539,1,2024-11-26 00:00:00,2024-11-26 00:00:00,35,0,32.0,32,100.0,3.0,3.0,100.0,0,Low
C04200,18,Ahmedabad,Gujarat,432,5,2023-01-23 00:00:00,2024-11-20 00:00:00,41,0,37.2,62,100.0,3.7,2.0,60.0,6480,High
C04201,54,Jaipur,Rajasthan,622,3,2023-07-11 00:00:00,2024-08-20 00:00:00,133,1,39.5,48,100.0,3.5,3.0,66.66666666666667,3280,Mid
C04202,48,Ahmedabad,Gujarat,575,2,2024-02-09 00:00:00,2024-05-07 00:00:00,238,1,45.333333333333336,46,100.0,4.333333333333333,3.0,0.0,5650,Mid
C04203,42,Chennai,Tamil Nadu,705,1,2024-04-09 00:00:00,2024-04-09 00:00:00,266,1,41.0,41,100.0,4.0,4.0,0.0,2070,Mid
C04204,52,Mumbai,Maharashtra,406,2,2023-04-01 00:00:00,2023-05-21 00:00:00,590,1,50.0,71,100.0,4.0,4.0,0.0,1190,Low
C04205,46,Delhi,Delhi,334,4,2023-03-24 00:00:00,2024-11-13 00:00:00,48,0,19.5,44,100.0,5.0,5.0,50.0,9100,High
C04206,54,Delhi,Delhi,588,2,2023-02-13 00:00:00,2024-12-10 00:00:00,21,0,23.5,52,50.0,,,50.0,5340,Mid
C04207,23,Jaipur,Rajasthan,185,4,2023-03-27 00:00:00,2024-09-09 00:00:00,113,1,23.833333333333332,85,83.33333333333334,4.25,3.0,0.0,3140,Mid
C04208,37,Jaipur,Rajasthan,292,3,2023-03-02 00:00:00,2024-10-06 00:00:00,86,0,44.0,62,100.0,4.5,3.0,0.0,5870,Mid
C04209,18,Lucknow,Uttar Pradesh,542,2,2023-06-25 00:00:00,2024-06-21 00:00:00,193,1,25.0,31,100.0,3.6,3.0,100.0,4300,Mid
C04210,29,Jaipur,Rajasthan,273,2,2023-12-18 00:00:00,2024-01-14 00:00:00,352,1,35.5,42,100.0,4.0,3.0,0.0,4380,Mid
C04212,25,Delhi,Delhi,577,2,2023-02-02 00:00:00,2024-02-05 00:00:00,330,1,7.0,8,100.0,,,0.0,6660,High
C04213,43,Mumbai,Maharashtra,225,6,2023-04-13 00:00:00,2024-05-10 00:00:00,235,1,43.666666666666664,58,100.0,3.3333333333333335,2.0,16.666666666666668,15360,High
C04215,28,Hyderabad,Telangana,537,2,2023-01-21 00:00:00,2024-05-06 00:00:00,239,1,15.0,20,100.0,5.0,5.0,0.0,5530,Mid
C04216,58,Jaipur,Rajasthan,714,7,2023-02-19 00:00:00,2024-12-04 00:00:00,27,0,19.5,32,100.0,4.0,4.0,14.285714285714286,11820,High
C04217,49,Hyderabad,Telangana,710,1,2024-12-20 00:00:00,2024-12-20 00:00:00,11,0,26.0,26,100.0,4.0,3.0,0.0,2110,Mid
C04218,59,Kolkata,West Bengal,588,1,2024-10-15 00:00:00,2024-10-15 00:00:00,77,0,66.0,66,100.0,4.0,4.0,0.0,2830,Mid
C04219,48,Chennai,Tamil Nadu,705,2,2023-12-08 00:00:00,2024-07-14 00:00:00,170,1,22.0,24,100.0,5.0,5.0,50.0,2260,Mid
C04220,35,Chennai,Tamil Nadu,330,1,2023-12-25 00:00:00,2023-12-25 00:00:00,372,1,9.0,9,100.0,5.0,5.0,200.0,1220,Low
C04221,49,Chennai,Tamil Nadu,680,4,2023-05-14 00:00:00,2024-09-04 00:00:00,118,1,33.0,75,80.0,4.2,4.0,0.0,8020,High
C04222,41,Chennai,Tamil Nadu,471,1,2023-06-08 00:00:00,2023-06-08 00:00:00,572,1,0.0,0,0.0,,,0.0,1930,Mid
C04223,22,Chennai,Tamil Nadu,341,1,2023-05-16 00:00:00,2023-05-16 00:00:00,595,1,52.0,52,100.0,2.0,2.0,0.0,1130,Low
C04224,44,Pune,Maharashtra,204,4,2023-01-30 00:00:00,2024-10-14 00:00:00,78,0,35.4,69,100.0,4.0,3.0,0.0,9360,High
C04226,44,Ahmedabad,Gujarat,509,3,2024-06-25 00:00:00,2024-10-20 00:00:00,72,0,31.75,74,50.0,4.0,2.0,33.333333333333336,7010,High
C04227,33,Bengaluru,Karnataka,700,4,2023-09-11 00:00:00,2024-07-26 00:00:00,158,1,27.5,57,75.0,3.5,3.0,0.0,3770,Mid
C04228,18,Jaipur,Rajasthan,107,3,2023-02-04 00:00:00,2024-12-22 00:00:00,9,0,41.0,56,100.0,4.333333333333333,4.0,0.0,1940,Mid
C04229,59,Kolkata,West Bengal,106,2,2023-02-25 00:00:00,2024-11-18 00:00:00,43,0,26.5,49,100.0,5.0,5.0,50.0,3650,Mid
C04230,45,Lucknow,Uttar Pradesh,23,5,2023-03-20 00:00:00,2024-06-08 00:00:00,206,1,18.875,72,75.0,4.0,2.0,0.0,14310,High
C04231,37,Pune,Maharashtra,669,4,2023-04-10 00:00:00,2024-02-02 00:00:00,333,1,24.0,37,100.0,4.2,2.0,0.0,5220,Mid
C04232,35,Kolkata,West Bengal,256,1,2024-09-26 00:00:00,2024-09-26 00:00:00,96,1,12.0,12,100.0,,,0.0,540,Low
C04233,35,Bengaluru,Karnataka,113,1,2023-09-20 00:00:00,2023-09-20 00:00:00,468,1,6.0,6,100.0,,,0.0,1080,Low
C04234,46,Hyderabad,Telangana,229,2,2023-05-04 00:00:00,2023-09-11 00:00:00,477,1,20.333333333333332,71,33.33333333333333,3.3333333333333335,3.0,0.0,4840,Mid
C04236,39,Jaipur,Rajasthan,371,3,2023-04-22 00:00:00,2024-11-18 00:00:00,43,0,8.2,47,40.0,4.75,4.0,0.0,3010,Mid
C04237,58,Mumbai,Maharashtra,423,2,2023-05-13 00:00:00,2023-09-18 00:00:00,470,1,23.75,29,100.0,3.6666666666666665,3.0,50.0,2780,Mid
C04238,24,Chennai,Tamil Nadu,516,2,2024-05-28 00:00:00,2024-07-25 00:00:00,159,1,0.3333333333333333,11,33.33333333333333,3.5,3.0,0.0,4410,Mid
C04240,39,Hyderabad,Telangana,650,4,2023-05-13 00:00:00,2024-12-08 00:00:00,23,0,41.1,75,100.0,3.0,1.0,0.0,8350,High
C04241,40,Lucknow,Uttar Pradesh,701,2,2024-03-28 00:00:00,2024-08-18 00:00:00,135,1,19.5,34,100.0,,,0.0,3300,Mid
C04242,47,Chennai,Tamil Nadu,578,2,2023-07-10 00:00:00,2024-01-01 00:00:00,365,1,31.0,46,100.0,4.0,4.0,0.0,870,Low
C04243,60,Pune,Maharashtra,617,2,2023-02-08 00:00:00,2024-12-09 00:00:00,22,0,-4.0,-3,0.0,4.5,4.0,50.0,3430,Mid
C04244,51,Hyderabad,Telangana,163,1,2023-02-19 00:00:00,2023-02-19 00:00:00,681,1,40.0,40,100.0,2.5,1.0,0.0,800,Low
C04245,23,Chennai,Tamil Nadu,83,5,2023-01-04 00:00:00,2024-03-30 00:00:00,276,1,48.6,62,100.0,4.0,3.0,20.0,8020,High
C04246,58,Delhi,Delhi,132,1,2024-11-17 00:00:00,2024-11-17 00:00:00,44,0,59.0,59,100.0,,,0.0,1350,Low
C04247,60,Chennai,Tamil Nadu,378,1,2023-01-27 00:00:00,2023-01-27 00:00:00,704,1,41.0,41,100.0,,,0.0,650,Low
C04248,20,Kolkata,West Bengal,592,1,2024-03-08 00:00:00,2024-03-08 00:00:00,298,1,36.0,36,100.0,3.5,3.0,200.0,620,Low
C04249,44,Ahmedabad,Gujarat,526,2,2023-04-13 00:00:00,2023-07-26 00:00:00,524,1,37.666666666666664,41,100.0,5.0,5.0,0.0,2170,Mid
C04250,26,Delhi,Delhi,47,5,2023-05-19 00:00:00,2024-12-10 00:00:00,21,0,27.0,56,100.0,2.3333333333333335,1.0,20.0,6610,High
C04251,28,Kolkata,West Bengal,467,3,2023-11-23 00:00:00,2024-04-29 00:00:00,246,1,33.4,86,100.0,3.5,2.0,0.0,3430,Mid
C04253,55,Lucknow,Uttar Pradesh,670,3,2023-03-20 00:00:00,2024-09-11 00:00:00,111,1,26.25,72,100.0,5.0,5.0,0.0,6090,High
C04255,22,Kolkata,West Bengal,225,4,2023-02-18 00:00:00,2024-10-19 00:00:00,73,0,17.6,41,60.0,3.8,2.0,50.0,8170,High
C04256,39,Lucknow,Uttar Pradesh,126,1,2024-10-25 00:00:00,2024-10-25 00:00:00,67,0,23.0,23,100.0,5.0,5.0,0.0,850,Low
C04257,44,Ahmedabad,Gujarat,497,6,2023-05-14 00:00:00,2024-04-03 00:00:00,272,1,38.0,59,100.0,4.5,4.0,16.666666666666668,6750,High
C04258,32,Jaipur,Rajasthan,161,3,2023-07-10 00:00:00,2024-02-19 00:00:00,316,1,25.75,59,100.0,3.5,3.0,0.0,1570,Low
C04259,23,Chennai,Tamil Nadu,65,2,2023-07-24 00:00:00,2024-02-09 00:00:00,326,1,21.0,21,100.0,,,0.0,3300,Mid
C04260,33,Kolkata,West Bengal,426,1,2024-05-09 00:00:00,2024-05-09 00:00:00,236,1,26.0,26,100.0,3.0,3.0,0.0,4310,Mid
